services,date,time,ride_status,source,destination,duration,ride_id,distance,ride_charge,misc_charge,total_fare,payment_method
auto,2024-07-19,06:49:20,completed,Electronic City East,Rajajinagar 5th Block,112,RD3004154099044069,28.43,476.65,15.66,492.31,GPay
cab economy,2024-07-21,04:21:20,completed,Banashankari 9th Stage,Electronic City Phase 1,113,RD8374865651471215,11.16,112.27,27.49,139.76,GPay
auto share,2024-07-17,07:44:20,completed,JP Nagar 8th Phase,Electronic City Phase 1,17,RD4622153164480979,15.06,417.51,24.87,442.38,Paytm
bike,2024-07-21,11:42:20,cancelled,Brigade Road Mota Royal Arcade,Electronic City Phase 2,70,RD7236008201884394,34.39,,,,
auto,2024-07-12,00:59:20,completed,BTM Layout 2nd Stage,HSR Layout Sector 5 South,112,RD7361287245687637,21.97,493.37,1.22,494.59000000000003,Cash
auto share,2024-07-02,04:23:20,completed,Marathahalli Ring Road,Banashankari 5th Stage,22,RD6587078000304920,37.26,819.91,49.8,869.7099999999999,Cash
bike lite,2024-07-09,03:32:20,cancelled,HSR Layout Sector 9 North,HSR Layout Sector 6 North,94,RD3496721431406653,5.64,,,,
bike lite,2024-07-03,19:18:20,cancelled,Basaveshwaranagar,Richmond Town,81,RD2111273365927789,14.75,,,,
bike lite,2024-07-05,12:11:20,completed,Rajajinagar 6th Block,Tumkur Road,71,RD5454690825591304,46.43,279.82,28.53,308.35,Paytm
auto share,2024-06-24,07:41:20,completed,Malleshwaram 7th Block,Kundalahalli,65,RD4523194784436921,49.79,308.52,21.03,329.54999999999995,QR scan
auto share,2024-07-06,18:48:20,completed,Electronic City North,HSR Layout Sector 7,85,RD9575393327742102,5.55,103.21,2.56,105.77,Cash
auto,2024-06-26,06:12:20,completed,Jayanagar 2nd Block East,MG Road West,79,RD5261245707852089,34.12,466.92,47.5,514.4200000000001,phonePy
bike lite,2024-07-19,23:59:20,cancelled,MG Road East,Indiranagar 2nd Stage,95,RD4359679986082003,11.29,,,,
parcel,2024-06-24,07:44:20,completed,Koramangala South,Ganganagar,27,RD7371650802919391,19.07,13.85,7.36,21.21,GPay
bike,2024-07-18,20:23:20,cancelled,MG Road West,Marathahalli Outer Ring Road,117,RD9636546585409204,37.87,,,,
parcel,2024-07-12,02:15:20,cancelled,MG Road Mahatma Gandhi Road,Tumkur Road,6,RD9638436898539502,2.48,,,,
cab economy,2024-06-30,04:09:20,cancelled,Marathahalli Main Road,Domlur,93,RD7867001539046532,20.59,,,,
auto,2024-06-27,14:32:20,cancelled,JP Nagar Phase 8,MG Road Mahatma Gandhi Road,96,RD1930825442531890,8.87,,,,
cab premium,2024-07-23,04:15:20,cancelled,HSR Layout Sector 6 South,BTM Layout 4th Stage,79,RD9173807270734745,11.31,,,,
auto share,2024-07-20,18:41:20,cancelled,Jayanagar 3rd Block East,Whitefield Mahadevapura,39,RD3976940650462384,5.8,,,,
cab economy,2024-07-02,03:03:20,completed,HSR Layout Sector 1 South,Indiranagar 4th Stage,119,RD1595847791711843,10.85,280.94,45.05,325.99,Cash
bike,2024-06-26,01:37:20,completed,HSR Layout Sector 10 North,Majestic,107,RD6051278098143863,18.31,827.39,32.91,860.3,Amazon Pay
cab economy,2024-07-20,05:24:20,completed,Koramangala South,JP Nagar,106,RD7645957120474192,28.5,597.62,39.29,636.91,Paytm
bike,2024-07-14,17:26:20,completed,Malleshwaram 8th Block,Jayanagar 2nd Block East,34,RD8409715575748207,11.92,800.98,34.22,835.2,phonePy
parcel,2024-06-29,08:38:20,cancelled,Rajajinagar,JP Nagar Phase 3,33,RD8844757409655301,36.55,,,,
auto share,2024-07-05,05:15:20,cancelled,Brigade Road Brigade Gateway,Koramangala 6th Block,99,RD7889390786263993,42.05,,,,
auto share,2024-07-14,20:10:20,cancelled,MG Road Naga Theatre,Marathahalli Bridge,63,RD9988979324237818,38.17,,,,
auto share,2024-07-15,05:50:20,completed,Nagarbhavi,JP Nagar Phase 1,27,RD5271322216495956,30.03,28.81,22.48,51.29,Amazon Pay
cab premium,2024-06-23,00:05:20,completed,Chamarajpet,Yeshwanthpur,109,RD1258797918753800,30.83,894.57,35.1,929.6700000000001,Paytm
auto,2024-07-17,23:33:20,cancelled,Banashankari 9th Stage,Yelahanka New Town,69,RD9108027045467820,47.06,,,,
cab premium,2024-07-02,07:25:20,cancelled,HSR Layout Sector 9,MG Road,36,RD4644368816307551,25.81,,,,
cab premium,2024-06-27,03:41:20,cancelled,Basavanagudi,Malleshwaram 9th Block,61,RD3127599119893644,3.66,,,,
cab economy,2024-07-06,17:34:20,cancelled,Brigade Road Forum Mall,HSR Layout Sector 9,110,RD7519263173465580,17.64,,,,
auto share,2024-07-02,17:20:20,cancelled,Hebbal West,JP Nagar East,108,RD4116293113184431,41.42,,,,
auto share,2024-07-12,06:11:20,completed,Palace Guttahalli,Brigade Road West,112,RD5588243166045300,5.49,779.08,7.67,786.75,phonePy
bike lite,2024-07-14,00:57:20,completed,Marathahalli Outer Ring Road,Majestic,56,RD6635389030030151,44.86,980.83,16.21,997.0400000000001,Cash
auto share,2024-07-13,12:39:20,cancelled,Electronic City,HSR Layout Sector 5,20,RD4271882735100673,29.99,,,,
bike lite,2024-06-24,00:52:20,cancelled,HSR Layout Sector 9,Lavelle Road,72,RD8926335934192758,43.36,,,,
parcel,2024-07-23,14:49:20,completed,Hebbal Kodigehalli,HSR Layout Sector 1 North,68,RD8199718380430485,2.45,153.5,46.63,200.13,Paytm
bike,2024-06-24,10:16:20,cancelled,Koramangala 10th Block,Vidyaranyapura,33,RD6934787150974547,22.16,,,,
parcel,2024-07-09,21:53:20,cancelled,Malleshwaram 7th Block,Koramangala Central,13,RD8019503598080588,21.7,,,,
cab premium,2024-07-21,18:33:20,completed,Whitefield North,Marathahalli West,46,RD7177755928226918,29.44,562.38,17.09,579.47,QR scan
cab economy,2024-07-02,13:59:20,cancelled,Hebbal,BTM Layout 4th Stage,118,RD2793436260261310,23.52,,,,
bike lite,2024-07-07,09:18:20,completed,Malleshwaram South,JP Nagar West,15,RD8018383586867528,44.93,978.26,45.71,1023.97,phonePy
cab economy,2024-07-19,04:21:20,completed,Malleshwaram South,HSR Layout Sector 6 North,56,RD7680996930396079,35.66,952.85,27.82,980.6700000000001,phonePy
bike lite,2024-07-02,20:42:20,cancelled,Whitefield Mahadevapura,Ashok Nagar,73,RD5954767980993133,1.9,,,,
auto,2024-07-22,13:11:20,completed,Bagmane Tech Park,Rajajinagar 5th Block,27,RD8698605049552490,22.81,481.61,26.7,508.31,QR scan
auto share,2024-07-04,06:04:20,completed,BTM Layout,Anand Nagar,91,RD5397619588959278,35.7,921.28,31.54,952.8199999999999,Amazon Pay
cab economy,2024-07-20,21:59:20,completed,MG Road Brigade Road,Vasanth Nagar,18,RD1516934124650265,44.79,160.92,0.27,161.19,Cash
cab premium,2024-06-30,23:18:20,completed,Bellandur,Kempapura,84,RD7016934878468309,35.77,863.14,8.66,871.8,GPay
auto share,2024-06-25,17:48:20,cancelled,JP Nagar North,Rajajinagar,21,RD5104940440689809,23.56,,,,
cab premium,2024-07-01,12:43:20,cancelled,Murphy Town,HSR Layout Sector 2,102,RD5224226783048722,9.94,,,,
cab premium,2024-07-07,03:16:20,completed,Ashok Nagar,Tumkur Road,21,RD9465901003686488,48.97,985.05,2.53,987.5799999999999,Paytm
auto,2024-07-13,22:27:20,completed,MG Road Cubbon Park,Brigade Road Mota Royal Arcade,92,RD7592628220879896,17.31,165.74,1.0,166.74,QR scan
auto,2024-06-23,16:18:20,cancelled,Palace Guttahalli,Electronic City,120,RD4128069060531323,14.91,,,,
auto,2024-07-08,08:35:20,completed,Malleshwaram North,JP Nagar West,57,RD4509663136217289,23.78,520.27,34.5,554.77,Amazon Pay
auto share,2024-07-18,11:56:20,cancelled,Whitefield West,Marathahalli Bridge,57,RD7134030074457572,7.26,,,,
bike,2024-07-21,21:35:20,completed,Yelahanka,Brigade Road Brigade Gateway,29,RD6561233813204977,22.45,705.22,31.52,736.74,phonePy
parcel,2024-07-23,18:15:20,completed,HSR Layout Sector 10 North,Malleshwaram 10th Block,9,RD7414454840890607,19.48,30.64,16.3,46.94,GPay
cab premium,2024-07-11,20:03:20,cancelled,Jayanagar 6th Block,Hebbal West,103,RD8884668951223002,40.01,,,,
cab economy,2024-07-20,10:22:20,cancelled,Brigade Road Residency Road,Murphy Town,69,RD6062027543745638,36.3,,,,
bike,2024-07-15,06:07:20,completed,Nagarbhavi,Whitefield Hope Farm Junction,114,RD4121044084339168,27.45,288.56,24.19,312.75,Cash
auto share,2024-07-14,11:05:20,cancelled,Rajajinagar,Indiranagar North,68,RD2623390996054369,31.51,,,,
bike,2024-06-26,10:29:20,cancelled,Malleshwaram East,Yelahanka New Town,110,RD3453075474903618,36.11,,,,
cab premium,2024-07-05,22:36:20,cancelled,Hebbal,Malleshwaram South,61,RD4351836419403893,37.84,,,,
bike lite,2024-07-17,04:12:20,completed,HSR Layout Sector 7 South,Marathahalli Colony,6,RD5417194128673364,49.21,679.36,13.11,692.47,Cash
cab economy,2024-07-08,22:49:20,completed,HSR Layout South,Murphy Town,95,RD4737250600908058,13.83,666.76,3.03,669.79,QR scan
cab premium,2024-07-20,09:33:20,completed,Whitefield Kadugodi,JP Nagar Central,113,RD7807952928673571,9.4,550.58,34.58,585.1600000000001,GPay
cab economy,2024-07-03,14:47:20,completed,Richmond Town,Marathahalli Outer Ring Road,42,RD5950513388823800,14.68,273.43,42.98,316.41,GPay
auto,2024-07-16,07:22:20,completed,JP Nagar Phase 6,Koramangala East,60,RD4355960350776235,37.69,210.07,2.29,212.35999999999999,Amazon Pay
bike,2024-07-17,19:21:20,completed,Cunningham Road,Marathahalli Central,7,RD4537497328303032,37.77,90.19,5.56,95.75,GPay
cab economy,2024-07-12,13:32:20,cancelled,Nagarbhavi 2nd Stage,JP Nagar Phase 4,38,RD3872735845655218,15.15,,,,
parcel,2024-07-17,14:43:20,cancelled,Brigade Road Church Street,Marathahalli Main Road,43,RD4638051707793016,6.07,,,,
cab economy,2024-07-20,04:06:20,completed,Marathahalli Central,HSR Layout Sector 3,60,RD3392838921437009,21.72,286.84,22.42,309.26,GPay
cab premium,2024-06-30,20:28:20,cancelled,Hebbal Vidyaranyapura,Kengeri,58,RD3228877512784305,28.71,,,,
cab economy,2024-07-11,15:38:20,completed,Kalyan Nagar,JP Nagar East,65,RD8015495044382300,11.38,604.89,3.78,608.67,QR scan
parcel,2024-06-29,19:33:20,completed,Brigade Road,Whitefield Immadihalli,85,RD2666609890752081,32.65,77.11,33.95,111.06,Amazon Pay
auto share,2024-07-06,01:36:20,cancelled,St. Marks Road,Hennur,103,RD2816127476238736,19.47,,,,
auto share,2024-06-30,06:48:20,cancelled,Hebbal Sanjay Nagar,Marathahalli Outer Ring Road,12,RD7539935132431637,24.07,,,,
bike lite,2024-07-18,08:27:20,cancelled,Indiranagar 6th Stage,JP Nagar Phase 9,39,RD9343936072678284,4.98,,,,
bike,2024-06-23,21:05:20,completed,JP Nagar Phase 1,JP Nagar Phase 3,102,RD7098928684808151,33.43,407.65,35.24,442.89,GPay
bike lite,2024-07-12,20:10:20,cancelled,Basaveshwaranagar,Nayandahalli,11,RD6102931172197082,40.31,,,,
cab premium,2024-06-24,00:14:20,completed,HSR Layout Sector 9,MG Road Cubbon Park,25,RD6379872869273613,4.16,100.38,29.24,129.62,phonePy
auto share,2024-07-06,04:59:20,cancelled,Whitefield Hope Farm Junction,Marathahalli Central,54,RD1774199606312110,7.54,,,,
cab premium,2024-07-17,03:09:20,cancelled,Kundalahalli,Magadi Road,40,RD3075994673580858,38.99,,,,
bike,2024-07-13,19:16:20,cancelled,Indiranagar 4th Stage,Whitefield Kadugodi,102,RD3468208000083415,2.39,,,,
bike,2024-07-06,21:11:20,completed,Jayanagar 3rd Block,Banashankari 3rd Stage,91,RD9653498621412591,8.69,601.69,39.44,641.1300000000001,Cash
auto share,2024-06-30,09:47:20,completed,HSR Layout Sector 1,Brigade Road Residency Road,111,RD3489726286636332,42.76,423.6,10.19,433.79,Cash
bike lite,2024-06-29,04:21:20,cancelled,HSR Layout Sector 3,Rajajinagar 7th Block,82,RD7160625522177849,25.9,,,,
cab premium,2024-07-10,19:50:20,cancelled,Hebbal North,Cubbon Road,109,RD7902793412545341,37.86,,,,
auto share,2024-07-05,03:58:20,cancelled,Indiranagar 3rd Stage,Marathahalli Central,73,RD7871709204559511,43.05,,,,
cab premium,2024-06-27,18:31:20,completed,HSR Layout East,JP Nagar Phase 2,93,RD4388385895610088,17.05,22.57,24.01,46.58,Cash
cab premium,2024-07-07,21:43:20,cancelled,Rajajinagar 4th Block,JP Nagar 10th Phase,8,RD7285456326552230,17.85,,,,
auto,2024-06-27,15:30:20,completed,Banashankari 3rd Stage,Jayanagar 9th Block East,31,RD1048102254100938,5.01,303.07,42.32,345.39,Paytm
bike,2024-07-21,17:03:20,completed,Electronic City South,MG Road Naga Theatre,32,RD3955793809569997,42.39,618.09,47.45,665.5400000000001,GPay
auto,2024-07-21,15:45:20,cancelled,Vignan Nagar,Whitefield East,7,RD1483305686699417,17.39,,,,
auto share,2024-06-27,14:21:20,cancelled,Jayanagar,JP Nagar 6th Phase,6,RD1744132206814890,8.87,,,,
bike lite,2024-07-13,07:21:20,completed,MG Road Garuda Mall,Brigade Road West,109,RD1548003823426979,26.19,981.67,43.2,1024.87,Paytm
cab economy,2024-07-01,22:44:20,completed,Brigade Road Mota Royal Arcade,Hebbal,104,RD6664698688758453,28.19,302.86,38.91,341.77,phonePy
bike lite,2024-07-16,19:33:20,completed,Malleshwaram 3rd Block,HSR Layout Sector 8 North,100,RD2746218792745395,18.22,688.8,49.49,738.29,QR scan
parcel,2024-07-03,03:36:20,cancelled,Nandi Hills,Malleshwaram West,100,RD3315699285113665,37.91,,,,
cab economy,2024-06-23,20:25:20,completed,HSR Layout Sector 6 South,Mathikere,30,RD1227603914821958,21.21,783.56,39.97,823.53,QR scan
bike lite,2024-07-17,18:00:20,cancelled,Jayanagar 9th Block,Banashankari 8th Stage,92,RD3029944380272520,29.8,,,,
auto share,2024-07-13,14:04:20,cancelled,Whitefield Central,Rajajinagar 1st Block,43,RD4592028862187918,40.04,,,,
bike,2024-07-20,08:26:20,completed,Marathahalli South,Whitefield Varthur Road,16,RD6401427563318531,28.55,155.44,30.96,186.4,QR scan
bike lite,2024-07-21,05:08:20,completed,Jayanagar 5th Block East,Brigade Road East,70,RD8048472321885596,13.04,383.11,47.71,430.82,QR scan
auto share,2024-07-01,09:00:20,completed,JP Nagar Phase 4,Indiranagar Central,72,RD5815783236728442,28.96,986.98,34.08,1021.0600000000001,phonePy
bike,2024-07-17,14:05:20,cancelled,Whitefield North,Vignan Nagar,114,RD1686264224846873,17.58,,,,
parcel,2024-07-14,11:34:20,cancelled,Brigade Road Richmond Road,Whitefield Central,67,RD6162183366071257,21.26,,,,
cab economy,2024-06-29,19:41:20,completed,Ashok Nagar,Indiranagar Central,43,RD8179724759083033,16.82,360.24,13.89,374.13,QR scan
auto,2024-07-18,16:59:20,cancelled,Whitefield Hope Farm Junction,Whitefield Channasandra,48,RD2372063982050145,27.88,,,,
cab economy,2024-07-23,13:12:20,cancelled,HSR Layout Sector 7 South,Hoskote,32,RD9192803805393192,47.83,,,,
bike lite,2024-07-11,23:35:20,completed,Jayanagar 5th Block East,Doddanekundi,63,RD6550142295029682,19.16,934.97,44.67,979.64,QR scan
cab premium,2024-07-22,22:43:20,cancelled,Commercial Street,Kempapura,53,RD9830340721486015,17.53,,,,
bike lite,2024-07-07,18:46:20,cancelled,Majestic,Banashankari 3rd Stage,79,RD3001803999685825,7.76,,,,
bike,2024-07-02,15:09:20,completed,Koramangala 7th Block,Electronic City Phase 2,90,RD6041627656142570,29.75,71.18,11.36,82.54,QR scan
cab premium,2024-06-26,19:05:20,cancelled,JP Nagar 5th Phase,HSR Layout Sector 3,10,RD5010034563683385,11.41,,,,
cab economy,2024-06-23,15:34:20,cancelled,Koramangala 10th Block,Koramangala 3rd Block,112,RD8816764206511142,12.71,,,,
parcel,2024-07-14,23:44:20,cancelled,Koramangala 4th Block,Richmond Road,8,RD7247551651477142,23.74,,,,
cab premium,2024-07-12,06:44:20,completed,HSR Layout Sector 1,Jayanagar 10th Block East,78,RD1370827750629754,1.99,49.35,12.35,61.7,GPay
cab economy,2024-07-16,12:52:20,cancelled,HSR Layout Sector 3 South,Brigade Road North,31,RD7621498968344815,20.48,,,,
bike lite,2024-06-28,04:18:20,completed,Hebbal,Cunningham Road,113,RD2640172962520061,36.54,579.42,0.09,579.51,Amazon Pay
bike,2024-07-23,17:13:20,completed,Hebbal Byatarayanapura,Wilson Garden,32,RD7074632824416190,23.82,218.13,11.03,229.16,GPay
cab premium,2024-07-12,13:10:20,completed,Hoskote,Banashankari 6th Stage,21,RD1636997351281053,1.63,881.05,24.63,905.68,Amazon Pay
parcel,2024-07-22,21:58:20,cancelled,HSR Layout Sector 5,MG Road Mayo Hall,31,RD2147944602403090,25.46,,,,
bike lite,2024-07-07,11:38:20,completed,Seshadripuram,Malleshwaram 5th Block,77,RD7953576123857780,23.84,239.02,13.97,252.99,Cash
auto share,2024-06-27,06:54:20,completed,HSR Layout Sector 1 North,Jayanagar 9th Block,56,RD9403134627482412,25.38,647.67,43.55,691.2199999999999,GPay
bike lite,2024-07-02,10:15:20,completed,MG Road Mahatma Gandhi Road,MG Road East,44,RD6040579122900609,5.19,710.53,17.66,728.1899999999999,Paytm
auto,2024-06-28,11:28:20,completed,Brigade Road North,Cooke Town,69,RD9346157330744372,21.74,89.22,28.84,118.06,QR scan
bike lite,2024-06-30,11:24:20,cancelled,JP Nagar 3rd Phase,HSR Layout Sector 7,95,RD4343254028180811,10.95,,,,
cab premium,2024-06-28,05:20:20,cancelled,Hebbal North,Victoria Layout,23,RD2678469039118775,41.92,,,,
cab premium,2024-07-03,14:30:20,completed,Hebbal Amruthahalli,Hennur,68,RD3501625957198365,19.13,544.96,16.54,561.5,GPay
cab economy,2024-06-28,16:47:20,cancelled,Koramangala Central,Hebbal West,47,RD5098777837010472,40.15,,,,
cab premium,2024-07-14,22:08:20,cancelled,Ganganagar,BTM Layout 1st Stage,102,RD9838188276549861,40.51,,,,
cab premium,2024-07-01,11:14:20,completed,Jayanagar 5th Block East,Brigade Road Residency Road,95,RD8622635716174474,37.22,25.0,8.81,33.81,Amazon Pay
auto share,2024-06-25,20:26:20,cancelled,Mysore Road,MG Road South,45,RD2746862354700906,41.43,,,,
cab economy,2024-07-20,00:38:20,completed,Malleshwaram 5th Block,Indiranagar 7th Stage,99,RD1103667005591543,45.54,270.31,9.78,280.09,phonePy
cab premium,2024-07-12,07:52:20,completed,Palace Guttahalli,JP Nagar 4th Phase,78,RD5371322011000691,27.15,660.33,31.88,692.21,phonePy
auto share,2024-06-30,19:42:20,completed,Kadubeesanahalli,HSR Layout East,99,RD9479496120846683,26.5,212.92,25.66,238.57999999999998,Paytm
cab economy,2024-06-24,13:40:20,cancelled,HSR Layout Sector 7 North,Whitefield South,98,RD1198098558963185,45.32,,,,
bike,2024-07-21,14:19:20,cancelled,Jayanagar 4th Block East,MG Road Central,48,RD3376281536092584,29.08,,,,
cab economy,2024-07-21,23:20:20,cancelled,Kammanahalli,Brigade Road South,24,RD7243492237819630,34.53,,,,
bike,2024-07-10,15:25:20,completed,Hoskote,Koramangala East,91,RD9549172021777820,30.94,978.51,33.48,1011.99,Cash
cab economy,2024-07-20,23:45:20,completed,Koramangala 5th Block,MG Road West,65,RD1230027345862230,23.37,925.32,27.08,952.4000000000001,phonePy
bike lite,2024-06-26,11:57:20,cancelled,JP Nagar 8th Phase,Banashankari,116,RD3753769644783496,44.36,,,,
parcel,2024-07-01,19:48:20,cancelled,Nandini Layout,Jayanagar 1st Block East,21,RD6462524908298410,31.21,,,,
cab premium,2024-07-02,23:46:20,completed,Rajajinagar 4th Block,HSR Layout Sector 7 North,34,RD9159390610239743,12.2,191.17,29.86,221.02999999999997,GPay
bike lite,2024-07-23,22:59:20,cancelled,Koramangala 3rd Block,MG Road South,29,RD8208396754088990,31.39,,,,
auto share,2024-06-28,17:30:20,cancelled,Hebbal Kempapura,Hebbal,88,RD8779657147957247,14.77,,,,
cab premium,2024-07-01,18:40:20,completed,Jayanagar 10th Block East,JP Nagar Central,57,RD1176430572997065,43.95,889.99,24.99,914.98,Paytm
auto,2024-07-18,18:40:20,completed,Sahakar Nagar,Malleshwaram 6th Block,34,RD2290012065525272,24.72,538.53,34.06,572.5899999999999,Paytm
cab premium,2024-07-20,10:16:20,cancelled,Jayanagar 4th Block,MG Road North,93,RD8617799045554497,6.48,,,,
bike lite,2024-07-05,20:21:20,completed,JP Nagar Phase 2,Koramangala 8th Block,51,RD6572409227220689,3.35,876.08,31.44,907.5200000000001,QR scan
parcel,2024-07-21,18:07:20,cancelled,MG Road Symphony Theatre,Kengeri,83,RD9136868928361468,25.86,,,,
cab premium,2024-06-27,01:41:20,cancelled,Electronic City North,BTM Layout 4th Stage,37,RD3083475894711911,27.83,,,,
bike,2024-07-06,15:39:20,completed,Kempapura,Indiranagar Central,15,RD7961676453614852,38.08,681.91,24.99,706.9,GPay
bike,2024-07-02,16:00:20,cancelled,HSR Layout Sector 1,Chikpet,51,RD8824093857817856,26.68,,,,
bike lite,2024-07-15,12:00:20,completed,MG Road South,JP Nagar Phase 9,19,RD2910763307096457,18.0,467.81,15.72,483.53000000000003,QR scan
cab premium,2024-06-30,06:48:20,completed,Marathahalli Main Road,Malleshwaram 8th Block,83,RD6693885069346505,6.72,614.43,27.31,641.7399999999999,GPay
parcel,2024-07-23,15:56:20,completed,Indiranagar South,Malleshwaram 7th Block,100,RD3370759274738719,30.35,644.78,43.77,688.55,phonePy
bike,2024-07-15,21:40:20,completed,HSR Layout Sector 10,Jayanagar 1st Block East,37,RD2179466719690399,1.4,750.26,18.43,768.6899999999999,phonePy
cab economy,2024-06-25,14:34:20,cancelled,Malleshwaram South,Jayanagar 9th Block East,118,RD4482314624698661,28.86,,,,
bike lite,2024-06-23,12:33:20,cancelled,Malleshwaram 2nd Block,JP Nagar North,90,RD8196052975474388,48.3,,,,
auto,2024-07-03,01:47:20,cancelled,HSR Layout South,HAL,18,RD4453173504565503,17.22,,,,
